user_id,item_id,event_type,rating,quantity,price,event_ts,channel,interaction_strength,event_date,event_hour,category,brand,price_product,sentiment_score,popularity_score,price_norm,sentiment_norm,popularity_norm
U0067,I0109,view,,1,70.56,2026-04-16 17:52:22+00:00,web,1.0,2026-04-16,17,home,Aster,70.56,0.78,0.5680000000000001,0.5929629629629629,0.6905766526019691,0.6642246642246643
U0103,I0063,cart,,1,17.91,2026-03-05 20:10:22+00:00,mobile,3.0,2026-03-05,20,beauty,Nova,17.91,0.875,0.47300000000000003,0.10546296296296297,0.8241912798874823,0.5482295482295483
U0093,I0082,cart,,1,27.22,2026-03-09 17:03:22+00:00,web,3.0,2026-03-09,17,home,Nova,27.22,0.41300000000000003,0.363,0.19166666666666665,0.1744022503516175,0.41391941391941395
U0058,I0020,view,,1,27.33,2026-02-22 21:11:22+00:00,web,1.0,2026-02-22,21,beauty,Pulse,27.33,0.731,0.223,0.19268518518518518,0.6216596343178621,0.242979242979243
U0203,I0005,view,,1,20.52,2026-04-03 19:10:22+00:00,mobile,1.0,2026-04-03,19,home,ZenCo,20.52,0.669,0.275,0.1296296296296296,0.5344585091420535,0.3064713064713065
U0098,I0041,rating,4.0,1,35.48,2026-05-01 16:56:22+00:00,mobile,4.0,2026-05-01,16,fashion,UrbanLeaf,35.48,0.656,0.211,0.26814814814814814,0.5161744022503516,0.22832722832722835
U0179,I0097,purchase,,1,42.6,2026-04-11 19:53:22+00:00,web,5.0,2026-04-11,19,fashion,ZenCo,42.6,0.549,0.041,0.3340740740740741,0.3656821378340366,0.020757020757020763
U0047,I0026,rating,4.0,1,13.5,2026-02-03 14:09:22+00:00,web,4.0,2026-02-03,14,home,ZenCo,13.5,0.481,0.19,0.06462962962962963,0.27004219409282704,0.2026862026862027
U0106,I0114,view,,1,33.44,2026-02-16 10:50:22+00:00,mobile,1.0,2026-02-16,10,fashion,Nova,33.44,0.752,0.39,0.24925925925925924,0.6511954992967651,0.4468864468864469
U0041,I0101,purchase,,1,48.0,2026-04-08 03:18:22+00:00,web,5.0,2026-04-08,3,electronics,UrbanLeaf,48.0,0.773,0.338,0.38407407407407407,0.6807313642756679,0.3833943833943835
U0068,I0017,view,,1,25.29,2026-03-30 00:48:22+00:00,web,1.0,2026-03-30,0,beauty,UrbanLeaf,25.29,0.804,0.343,0.17379629629629628,0.7243319268635725,0.38949938949938956
U0024,I0063,view,,1,17.91,2026-03-17 10:23:22+00:00,web,1.0,2026-03-17,10,beauty,Nova,17.91,0.875,0.47300000000000003,0.10546296296296297,0.8241912798874823,0.5482295482295483
U0024,I0014,view,,1,30.5,2026-04-28 08:38:22+00:00,web,1.0,2026-04-28,8,electronics,ZenCo,30.5,0.544,0.221,0.22203703703703703,0.3586497890295359,0.24053724053724057
U0215,I0096,view,,1,36.87,2026-02-13 20:34:22+00:00,web,1.0,2026-02-13,20,home,UrbanLeaf,36.87,0.675,0.17,0.2810185185185185,0.5428973277074544,0.1782661782661783
U0181,I0057,cart,,1,46.42,2026-04-06 03:21:22+00:00,mobile,3.0,2026-04-06,3,beauty,Orion,46.42,0.791,0.304,0.36944444444444446,0.7060478199718706,0.3418803418803419
U0070,I0052,view,,1,30.37,2026-04-21 00:20:22+00:00,mobile,1.0,2026-04-21,0,beauty,Nova,30.37,0.934,0.362,0.22083333333333333,0.9071729957805906,0.41269841269841273
U0085,I0017,rating,2.0,1,25.29,2026-03-26 15:45:22+00:00,mobile,2.0,2026-03-26,15,beauty,UrbanLeaf,25.29,0.804,0.343,0.17379629629629628,0.7243319268635725,0.38949938949938956
U0076,I0019,purchase,,2,35.63,2026-04-08 00:36:22+00:00,mobile,5.0,2026-04-08,0,beauty,UrbanLeaf,35.63,0.65,0.368,0.2695370370370371,0.5077355836849508,0.42002442002442003
U0050,I0101,cart,,1,48.0,2026-02-22 23:36:22+00:00,web,3.0,2026-02-22,23,electronics,UrbanLeaf,48.0,0.773,0.338,0.38407407407407407,0.6807313642756679,0.3833943833943835
U0206,I0093,rating,4.0,1,35.82,2026-04-30 21:49:22+00:00,mobile,4.0,2026-04-30,21,fashion,UrbanLeaf,35.82,0.616,0.268,0.2712962962962963,0.4599156118143459,0.297924297924298
U0022,I0111,view,,1,114.52,2026-03-14 02:05:22+00:00,web,1.0,2026-03-14,2,books,Nova,114.52,0.649,0.314,0.9999999999999998,0.5063291139240507,0.3540903540903541
U0031,I0032,view,,1,68.88,2026-04-10 10:52:22+00:00,mobile,1.0,2026-04-10,10,electronics,ZenCo,68.88,0.794,0.11,0.5774074074074073,0.710267229254571,0.10500610500610502
U0009,I0052,view,,1,30.37,2026-03-21 13:18:22+00:00,mobile,1.0,2026-03-21,13,beauty,Nova,30.37,0.934,0.362,0.22083333333333333,0.9071729957805906,0.41269841269841273
U0048,I0117,cart,,1,42.8,2026-02-04 00:30:22+00:00,web,3.0,2026-02-04,0,electronics,Pulse,42.8,0.8160000000000001,0.231,0.3359259259259259,0.7412095639943742,0.2527472527472528
U0191,I0033,rating,4.0,1,24.72,2026-04-27 19:59:22+00:00,mobile,4.0,2026-04-27,19,books,Orion,24.72,0.727,0.5650000000000001,0.1685185185185185,0.6160337552742615,0.6605616605616607
U0015,I0070,rating,5.0,1,26.73,2026-02-24 22:44:22+00:00,web,5.0,2026-02-24,22,home,Nova,26.73,0.365,0.634,0.18712962962962965,0.10689170182841068,0.7448107448107448
U0126,I0023,purchase,,1,51.99,2026-02-17 02:34:22+00:00,mobile,5.0,2026-02-17,2,fashion,Pulse,51.99,0.717,0.455,0.4210185185185185,0.6019690576652602,0.5262515262515263
U0006,I0117,purchase,,1,42.8,2026-02-19 21:45:22+00:00,mobile,5.0,2026-02-19,21,electronics,Pulse,42.8,0.8160000000000001,0.231,0.3359259259259259,0.7412095639943742,0.2527472527472528
U0175,I0022,view,,1,23.73,2026-03-26 07:35:22+00:00,web,1.0,2026-03-26,7,fashion,Orion,23.73,0.511,0.524,0.15935185185185186,0.3122362869198312,0.6105006105006106
U0100,I0068,view,,1,16.18,2026-03-23 00:32:22+00:00,web,1.0,2026-03-23,0,electronics,ZenCo,16.18,0.66,0.20500000000000002,0.08944444444444445,0.5218002812939522,0.22100122100122105
U0116,I0063,cart,,1,17.91,2026-03-09 02:35:22+00:00,mobile,3.0,2026-03-09,2,beauty,Nova,17.91,0.875,0.47300000000000003,0.10546296296296297,0.8241912798874823,0.5482295482295483
U0189,I0028,view,,1,23.83,2026-04-16 23:26:22+00:00,mobile,1.0,2026-04-16,23,sports,Nova,23.83,0.467,0.08700000000000001,0.16027777777777774,0.25035161744022505,0.07692307692307694
U0083,I0016,cart,,1,41.84,2026-02-02 08:19:22+00:00,mobile,3.0,2026-02-02,8,home,Aster,41.84,0.916,0.26,0.32703703703703707,0.8818565400843882,0.2881562881562882
U0013,I0062,cart,,1,23.59,2026-02-26 18:01:22+00:00,mobile,3.0,2026-02-26,18,beauty,ZenCo,23.59,0.8150000000000001,0.304,0.15805555555555556,0.739803094233474,0.3418803418803419
U0123,I0089,view,,1,40.79,2026-02-13 18:25:22+00:00,mobile,1.0,2026-02-13,18,sports,Pulse,40.79,0.627,0.22,0.3173148148148148,0.47538677918424754,0.23931623931623935
U0151,I0027,view,,1,58.32,2026-04-24 23:55:22+00:00,mobile,1.0,2026-04-24,23,sports,Orion,58.32,0.791,0.039,0.4796296296296296,0.7060478199718706,0.018315018315018316
U0119,I0080,rating,4.0,1,16.0,2026-03-11 09:37:22+00:00,mobile,4.0,2026-03-11,9,home,Nova,16.0,0.681,0.432,0.08777777777777777,0.5513361462728552,0.4981684981684982
U0072,I0084,view,,1,27.83,2026-04-22 09:38:22+00:00,web,1.0,2026-04-22,9,books,ZenCo,27.83,0.8260000000000001,0.037,0.19731481481481478,0.7552742616033755,0.01587301587301587
U0133,I0102,rating,4.0,1,45.37,2026-04-15 12:57:22+00:00,mobile,4.0,2026-04-15,12,electronics,UrbanLeaf,45.37,0.5690000000000001,0.498,0.3597222222222222,0.3938115330520394,0.5787545787545788
U0069,I0093,view,,1,35.82,2026-04-22 18:07:22+00:00,mobile,1.0,2026-04-22,18,fashion,UrbanLeaf,35.82,0.616,0.268,0.2712962962962963,0.4599156118143459,0.297924297924298
U0233,I0069,view,,1,41.22,2026-03-28 02:19:22+00:00,web,1.0,2026-03-28,2,books,UrbanLeaf,41.22,0.896,0.375,0.3212962962962963,0.8537271448663853,0.4285714285714286
U0167,I0013,purchase,,1,28.54,2026-03-05 12:20:22+00:00,mobile,5.0,2026-03-05,12,electronics,ZenCo,28.54,0.846,0.024,0.2038888888888889,0.7834036568213781,0.0
U0215,I0096,view,,1,36.87,2026-03-12 17:03:22+00:00,web,1.0,2026-03-12,17,home,UrbanLeaf,36.87,0.675,0.17,0.2810185185185185,0.5428973277074544,0.1782661782661783
U0202,I0008,view,,1,36.94,2026-04-15 08:42:22+00:00,mobile,1.0,2026-04-15,8,sports,Orion,36.94,0.289,0.317,0.2816666666666666,0.0,0.35775335775335776
U0017,I0027,rating,4.0,1,58.32,2026-04-22 01:35:22+00:00,mobile,4.0,2026-04-22,1,sports,Orion,58.32,0.791,0.039,0.4796296296296296,0.7060478199718706,0.018315018315018316
U0212,I0102,view,,1,45.37,2026-04-16 07:36:22+00:00,web,1.0,2026-04-16,7,electronics,UrbanLeaf,45.37,0.5690000000000001,0.498,0.3597222222222222,0.3938115330520394,0.5787545787545788
U0010,I0017,view,,1,25.29,2026-03-23 14:01:22+00:00,mobile,1.0,2026-03-23,14,beauty,UrbanLeaf,25.29,0.804,0.343,0.17379629629629628,0.7243319268635725,0.38949938949938956
U0074,I0026,cart,,1,13.5,2026-03-16 05:40:22+00:00,web,3.0,2026-03-16,5,home,ZenCo,13.5,0.481,0.19,0.06462962962962963,0.27004219409282704,0.2026862026862027
U0157,I0020,view,,1,27.33,2026-04-20 12:51:22+00:00,mobile,1.0,2026-04-20,12,beauty,Pulse,27.33,0.731,0.223,0.19268518518518518,0.6216596343178621,0.242979242979243
U0108,I0031,cart,,1,6.52,2026-02-22 23:39:22+00:00,web,3.0,2026-02-22,23,books,UrbanLeaf,6.52,0.8240000000000001,0.45,0.0,0.7524613220815753,0.5201465201465202
U0034,I0006,view,,1,21.38,2026-02-04 17:59:22+00:00,web,1.0,2026-02-04,17,electronics,UrbanLeaf,21.38,0.626,0.395,0.1375925925925926,0.47398030942334735,0.45299145299145305
U0225,I0070,view,,1,26.73,2026-02-27 17:53:22+00:00,web,1.0,2026-02-27,17,home,Nova,26.73,0.365,0.634,0.18712962962962965,0.10689170182841068,0.7448107448107448
U0002,I0065,view,,1,45.15,2026-03-29 12:22:22+00:00,mobile,1.0,2026-03-29,12,fashion,Nova,45.15,0.521,0.28700000000000003,0.35768518518518516,0.3263009845288326,0.3211233211233212
U0053,I0022,rating,1.0,1,23.73,2026-04-12 05:25:22+00:00,mobile,1.0,2026-04-12,5,fashion,Orion,23.73,0.511,0.524,0.15935185185185186,0.3122362869198312,0.6105006105006106
U0100,I0025,view,,1,15.52,2026-03-17 18:22:22+00:00,web,1.0,2026-03-17,18,beauty,Nova,15.52,0.76,0.761,0.08333333333333333,0.6624472573839663,0.8998778998779
U0045,I0091,view,,1,42.99,2026-03-19 15:28:22+00:00,web,1.0,2026-03-19,15,beauty,ZenCo,42.99,0.592,0.222,0.3376851851851852,0.4261603375527425,0.2417582417582418
U0138,I0074,cart,,1,19.52,2026-04-27 15:09:22+00:00,mobile,3.0,2026-04-27,15,electronics,Nova,19.52,0.645,0.212,0.12037037037037036,0.5007032348804501,0.22954822954822957
U0006,I0017,view,,1,25.29,2026-04-23 23:36:22+00:00,mobile,1.0,2026-04-23,23,beauty,UrbanLeaf,25.29,0.804,0.343,0.17379629629629628,0.7243319268635725,0.38949938949938956
U0178,I0100,view,,1,54.26,2026-03-22 03:22:22+00:00,web,1.0,2026-03-22,3,sports,UrbanLeaf,54.26,0.5670000000000001,0.527,0.44203703703703706,0.39099859353023914,0.6141636141636142
U0073,I0110,view,,1,26.64,2026-04-06 09:26:22+00:00,mobile,1.0,2026-04-06,9,sports,Aster,26.64,0.805,0.6900000000000001,0.1862962962962963,0.7257383966244725,0.8131868131868133
U0178,I0040,cart,,1,56.71,2026-03-04 11:14:22+00:00,web,3.0,2026-03-04,11,books,Orion,56.71,0.612,0.625,0.4647222222222222,0.45428973277074536,0.7338217338217339
U0111,I0047,view,,1,36.67,2026-03-15 19:58:22+00:00,web,1.0,2026-03-15,19,home,Aster,36.67,0.966,0.395,0.2791666666666667,0.9521800281293952,0.45299145299145305
U0110,I0106,rating,4.0,1,26.93,2026-04-26 05:19:22+00:00,web,4.0,2026-04-26,5,sports,Nova,26.93,0.41400000000000003,0.40700000000000003,0.18898148148148147,0.1758087201125177,0.4676434676434677
U0062,I0072,cart,,1,21.99,2026-02-25 23:07:22+00:00,mobile,3.0,2026-02-25,23,electronics,Pulse,21.99,1.0,0.748,0.14324074074074072,0.9999999999999999,0.8840048840048841
U0138,I0019,view,,1,35.63,2026-03-04 03:56:22+00:00,web,1.0,2026-03-04,3,beauty,UrbanLeaf,35.63,0.65,0.368,0.2695370370370371,0.5077355836849508,0.42002442002442003
U0174,I0040,purchase,,1,56.71,2026-04-19 16:27:22+00:00,mobile,5.0,2026-04-19,16,books,Orion,56.71,0.612,0.625,0.4647222222222222,0.45428973277074536,0.7338217338217339
U0179,I0081,rating,4.0,1,60.65,2026-02-07 15:34:22+00:00,web,4.0,2026-02-07,15,home,Orion,60.65,0.7010000000000001,0.10300000000000001,0.5012037037037036,0.579465541490858,0.09645909645909648
U0113,I0097,rating,4.0,1,42.6,2026-02-11 00:05:22+00:00,web,4.0,2026-02-11,0,fashion,ZenCo,42.6,0.549,0.041,0.3340740740740741,0.3656821378340366,0.020757020757020763
U0085,I0054,cart,,1,35.21,2026-04-17 13:07:22+00:00,mobile,3.0,2026-04-17,13,beauty,UrbanLeaf,35.21,0.667,0.323,0.26564814814814813,0.5316455696202532,0.3650793650793651
U0168,I0097,view,,1,42.6,2026-04-06 14:20:22+00:00,mobile,1.0,2026-04-06,14,fashion,ZenCo,42.6,0.549,0.041,0.3340740740740741,0.3656821378340366,0.020757020757020763
U0018,I0022,purchase,,1,23.73,2026-03-28 23:22:22+00:00,mobile,5.0,2026-03-28,23,fashion,Orion,23.73,0.511,0.524,0.15935185185185186,0.3122362869198312,0.6105006105006106
U0214,I0083,view,,1,17.83,2026-03-25 03:29:22+00:00,mobile,1.0,2026-03-25,3,sports,Aster,17.83,0.483,0.085,0.1047222222222222,0.2728551336146273,0.0744810744810745
U0207,I0017,view,,1,25.29,2026-04-09 17:35:22+00:00,web,1.0,2026-04-09,17,beauty,UrbanLeaf,25.29,0.804,0.343,0.17379629629629628,0.7243319268635725,0.38949938949938956
U0129,I0085,view,,1,64.61,2026-04-23 04:02:22+00:00,web,1.0,2026-04-23,4,electronics,UrbanLeaf,64.61,1.0,0.157,0.5378703703703703,0.9999999999999999,0.1623931623931624
U0202,I0114,rating,5.0,1,33.44,2026-03-17 20:49:22+00:00,web,5.0,2026-03-17,20,fashion,Nova,33.44,0.752,0.39,0.24925925925925924,0.6511954992967651,0.4468864468864469
U0035,I0001,view,,1,31.44,2026-03-27 17:13:22+00:00,web,1.0,2026-03-27,17,home,Aster,31.44,0.778,0.255,0.23074074074074075,0.6877637130801687,0.28205128205128205
U0056,I0094,view,,1,20.46,2026-02-03 21:01:22+00:00,web,1.0,2026-02-03,21,sports,Pulse,20.46,0.762,0.843,0.12907407407407406,0.6652601969057664,1.0000000000000002
U0096,I0110,view,,1,26.64,2026-03-30 12:07:22+00:00,mobile,1.0,2026-03-30,12,sports,Aster,26.64,0.805,0.6900000000000001,0.1862962962962963,0.7257383966244725,0.8131868131868133
U0039,I0091,view,,1,42.99,2026-02-02 04:06:22+00:00,mobile,1.0,2026-02-02,4,beauty,ZenCo,42.99,0.592,0.222,0.3376851851851852,0.4261603375527425,0.2417582417582418
U0109,I0042,purchase,,1,34.64,2026-03-27 00:30:22+00:00,mobile,5.0,2026-03-27,0,home,Nova,34.64,0.5740000000000001,0.15,0.26037037037037036,0.4008438818565402,0.15384615384615385
U0215,I0042,view,,1,34.64,2026-02-03 06:10:22+00:00,web,1.0,2026-02-03,6,home,Nova,34.64,0.5740000000000001,0.15,0.26037037037037036,0.4008438818565402,0.15384615384615385
U0141,I0116,view,,1,59.11,2026-04-26 21:56:22+00:00,web,1.0,2026-04-26,21,electronics,Aster,59.11,0.622,0.58,0.48694444444444446,0.4683544303797468,0.6788766788766789
U0145,I0085,cart,,1,64.61,2026-03-02 23:15:22+00:00,mobile,3.0,2026-03-02,23,electronics,UrbanLeaf,64.61,1.0,0.157,0.5378703703703703,0.9999999999999999,0.1623931623931624
U0018,I0001,view,,1,31.44,2026-03-22 20:59:22+00:00,web,1.0,2026-03-22,20,home,Aster,31.44,0.778,0.255,0.23074074074074075,0.6877637130801687,0.28205128205128205
U0160,I0078,view,,1,41.4,2026-04-21 06:52:22+00:00,mobile,1.0,2026-04-21,6,beauty,Pulse,41.4,0.875,0.403,0.32296296296296295,0.8241912798874823,0.46275946275946284
U0115,I0042,view,,1,34.64,2026-04-27 16:56:22+00:00,mobile,1.0,2026-04-27,16,home,Nova,34.64,0.5740000000000001,0.15,0.26037037037037036,0.4008438818565402,0.15384615384615385
U0167,I0120,view,,1,26.42,2026-03-06 20:51:22+00:00,web,1.0,2026-03-06,20,electronics,Nova,26.42,0.501,0.108,0.1842592592592593,0.29817158931082977,0.10256410256410256
U0126,I0072,rating,4.0,1,21.99,2026-04-02 07:10:22+00:00,mobile,4.0,2026-04-02,7,electronics,Pulse,21.99,1.0,0.748,0.14324074074074072,0.9999999999999999,0.8840048840048841
U0225,I0044,view,,1,16.15,2026-04-14 21:11:22+00:00,web,1.0,2026-04-14,21,home,Aster,16.15,0.797,0.046,0.08916666666666666,0.7144866385372713,0.02686202686202686
U0157,I0098,view,,1,35.06,2026-02-03 09:50:22+00:00,mobile,1.0,2026-02-03,9,books,Pulse,35.06,0.709,0.449,0.2642592592592593,0.590717299578059,0.518925518925519
U0093,I0070,cart,,1,26.73,2026-02-22 03:46:22+00:00,mobile,3.0,2026-02-22,3,home,Nova,26.73,0.365,0.634,0.18712962962962965,0.10689170182841068,0.7448107448107448
U0061,I0081,view,,1,60.65,2026-03-14 20:02:22+00:00,mobile,1.0,2026-03-14,20,home,Orion,60.65,0.7010000000000001,0.10300000000000001,0.5012037037037036,0.579465541490858,0.09645909645909648
U0049,I0058,view,,1,18.03,2026-04-06 05:22:22+00:00,web,1.0,2026-04-06,5,home,UrbanLeaf,18.03,0.771,0.47300000000000003,0.10657407407407408,0.6779184247538678,0.5482295482295483
U0062,I0025,cart,,1,15.52,2026-02-24 09:20:22+00:00,web,3.0,2026-02-24,9,beauty,Nova,15.52,0.76,0.761,0.08333333333333333,0.6624472573839663,0.8998778998779
U0029,I0080,view,,1,16.0,2026-04-16 01:45:22+00:00,web,1.0,2026-04-16,1,home,Nova,16.0,0.681,0.432,0.08777777777777777,0.5513361462728552,0.4981684981684982
U0120,I0093,purchase,,2,35.82,2026-03-27 01:04:22+00:00,mobile,5.0,2026-03-27,1,fashion,UrbanLeaf,35.82,0.616,0.268,0.2712962962962963,0.4599156118143459,0.297924297924298
U0179,I0051,view,,1,24.93,2026-02-05 03:44:22+00:00,web,1.0,2026-02-05,3,fashion,Pulse,24.93,0.607,0.373,0.17046296296296293,0.4472573839662447,0.42612942612942617
U0194,I0069,view,,1,41.22,2026-03-22 04:50:22+00:00,mobile,1.0,2026-03-22,4,books,UrbanLeaf,41.22,0.896,0.375,0.3212962962962963,0.8537271448663853,0.4285714285714286
U0030,I0104,rating,3.0,1,41.88,2026-03-27 22:05:22+00:00,mobile,3.0,2026-03-27,22,electronics,Aster,41.88,0.799,0.487,0.3274074074074074,0.7172995780590717,0.5653235653235653
U0022,I0069,view,,1,41.22,2026-03-26 21:37:22+00:00,web,1.0,2026-03-26,21,books,UrbanLeaf,41.22,0.896,0.375,0.3212962962962963,0.8537271448663853,0.4285714285714286
U0220,I0110,view,,1,26.64,2026-03-07 08:47:22+00:00,web,1.0,2026-03-07,8,sports,Aster,26.64,0.805,0.6900000000000001,0.1862962962962963,0.7257383966244725,0.8131868131868133
U0045,I0020,rating,4.0,1,27.33,2026-04-19 16:10:22+00:00,web,4.0,2026-04-19,16,beauty,Pulse,27.33,0.731,0.223,0.19268518518518518,0.6216596343178621,0.242979242979243
U0083,I0077,view,,1,43.74,2026-03-29 14:00:22+00:00,web,1.0,2026-03-29,14,home,Orion,43.74,0.756,0.41600000000000004,0.3446296296296296,0.6568213783403657,0.4786324786324787
U0062,I0116,view,,1,59.11,2026-04-18 21:12:22+00:00,mobile,1.0,2026-04-18,21,electronics,Aster,59.11,0.622,0.58,0.48694444444444446,0.4683544303797468,0.6788766788766789
U0091,I0003,cart,,1,12.56,2026-03-07 04:14:22+00:00,web,3.0,2026-03-07,4,home,Pulse,12.56,0.686,0.39,0.055925925925925934,0.5583684950773559,0.4468864468864469
U0092,I0003,purchase,,1,12.56,2026-04-22 07:02:22+00:00,mobile,5.0,2026-04-22,7,home,Pulse,12.56,0.686,0.39,0.055925925925925934,0.5583684950773559,0.4468864468864469
U0136,I0035,view,,1,26.96,2026-03-15 04:27:22+00:00,web,1.0,2026-03-15,4,books,Pulse,26.96,0.93,0.305,0.18925925925925924,0.9015471167369901,0.3431013431013431
