user_id,item_id,event_type,rating,quantity,price,event_ts,channel,interaction_strength,event_date,event_hour
U0100,I0068,view,,1,16.18,2026-03-23 00:32:22+00:00,web,1.0,2026-03-23,0
U0116,I0063,cart,,1,17.91,2026-03-09 02:35:22+00:00,mobile,3.0,2026-03-09,2
U0189,I0028,view,,1,23.83,2026-04-16 23:26:22+00:00,mobile,1.0,2026-04-16,23
U0083,I0016,cart,,1,41.84,2026-02-02 08:19:22+00:00,mobile,3.0,2026-02-02,8
U0013,I0062,cart,,1,23.59,2026-02-26 18:01:22+00:00,mobile,3.0,2026-02-26,18
U0123,I0089,view,,1,40.79,2026-02-13 18:25:22+00:00,mobile,1.0,2026-02-13,18
U0151,I0027,view,,1,58.32,2026-04-24 23:55:22+00:00,mobile,1.0,2026-04-24,23
U0119,I0080,rating,4.0,1,16.0,2026-03-11 09:37:22+00:00,mobile,4.0,2026-03-11,9
U0072,I0084,view,,1,27.83,2026-04-22 09:38:22+00:00,web,1.0,2026-04-22,9
U0133,I0102,rating,4.0,1,45.37,2026-04-15 12:57:22+00:00,mobile,4.0,2026-04-15,12
U0069,I0093,view,,1,35.82,2026-04-22 18:07:22+00:00,mobile,1.0,2026-04-22,18
U0233,I0069,view,,1,41.22,2026-03-28 02:19:22+00:00,web,1.0,2026-03-28,2
U0167,I0013,purchase,,1,28.54,2026-03-05 12:20:22+00:00,mobile,5.0,2026-03-05,12
U0215,I0096,view,,1,36.87,2026-03-12 17:03:22+00:00,web,1.0,2026-03-12,17
U0202,I0008,view,,1,36.94,2026-04-15 08:42:22+00:00,mobile,1.0,2026-04-15,8
U0017,I0027,rating,4.0,1,58.32,2026-04-22 01:35:22+00:00,mobile,4.0,2026-04-22,1
U0212,I0102,view,,1,45.37,2026-04-16 07:36:22+00:00,web,1.0,2026-04-16,7
U0010,I0017,view,,1,25.29,2026-03-23 14:01:22+00:00,mobile,1.0,2026-03-23,14
U0074,I0026,cart,,1,13.5,2026-03-16 05:40:22+00:00,web,3.0,2026-03-16,5
U0157,I0020,view,,1,27.33,2026-04-20 12:51:22+00:00,mobile,1.0,2026-04-20,12
U0108,I0031,cart,,1,6.52,2026-02-22 23:39:22+00:00,web,3.0,2026-02-22,23
U0034,I0006,view,,1,21.38,2026-02-04 17:59:22+00:00,web,1.0,2026-02-04,17
U0225,I0070,view,,1,26.73,2026-02-27 17:53:22+00:00,web,1.0,2026-02-27,17
U0002,I0065,view,,1,45.15,2026-03-29 12:22:22+00:00,mobile,1.0,2026-03-29,12
U0053,I0022,rating,1.0,1,23.73,2026-04-12 05:25:22+00:00,mobile,1.0,2026-04-12,5
U0100,I0025,view,,1,15.52,2026-03-17 18:22:22+00:00,web,1.0,2026-03-17,18
U0045,I0091,view,,1,42.99,2026-03-19 15:28:22+00:00,web,1.0,2026-03-19,15
U0138,I0074,cart,,1,19.52,2026-04-27 15:09:22+00:00,mobile,3.0,2026-04-27,15
U0006,I0017,view,,1,25.29,2026-04-23 23:36:22+00:00,mobile,1.0,2026-04-23,23
U0178,I0100,view,,1,54.26,2026-03-22 03:22:22+00:00,web,1.0,2026-03-22,3
U0073,I0110,view,,1,26.64,2026-04-06 09:26:22+00:00,mobile,1.0,2026-04-06,9
U0178,I0040,cart,,1,56.71,2026-03-04 11:14:22+00:00,web,3.0,2026-03-04,11
U0111,I0047,view,,1,36.67,2026-03-15 19:58:22+00:00,web,1.0,2026-03-15,19
U0110,I0106,rating,4.0,1,26.93,2026-04-26 05:19:22+00:00,web,4.0,2026-04-26,5
U0062,I0072,cart,,1,21.99,2026-02-25 23:07:22+00:00,mobile,3.0,2026-02-25,23
U0138,I0019,view,,1,35.63,2026-03-04 03:56:22+00:00,web,1.0,2026-03-04,3
U0174,I0040,purchase,,1,56.71,2026-04-19 16:27:22+00:00,mobile,5.0,2026-04-19,16
U0179,I0081,rating,4.0,1,60.65,2026-02-07 15:34:22+00:00,web,4.0,2026-02-07,15
U0113,I0097,rating,4.0,1,42.6,2026-02-11 00:05:22+00:00,web,4.0,2026-02-11,0
U0085,I0054,cart,,1,35.21,2026-04-17 13:07:22+00:00,mobile,3.0,2026-04-17,13
U0168,I0097,view,,1,42.6,2026-04-06 14:20:22+00:00,mobile,1.0,2026-04-06,14
U0018,I0022,purchase,,1,23.73,2026-03-28 23:22:22+00:00,mobile,5.0,2026-03-28,23
U0214,I0083,view,,1,17.83,2026-03-25 03:29:22+00:00,mobile,1.0,2026-03-25,3
U0207,I0017,view,,1,25.29,2026-04-09 17:35:22+00:00,web,1.0,2026-04-09,17
U0129,I0085,view,,1,64.61,2026-04-23 04:02:22+00:00,web,1.0,2026-04-23,4
U0202,I0114,rating,5.0,1,33.44,2026-03-17 20:49:22+00:00,web,5.0,2026-03-17,20
U0035,I0001,view,,1,31.44,2026-03-27 17:13:22+00:00,web,1.0,2026-03-27,17
U0056,I0094,view,,1,20.46,2026-02-03 21:01:22+00:00,web,1.0,2026-02-03,21
U0096,I0110,view,,1,26.64,2026-03-30 12:07:22+00:00,mobile,1.0,2026-03-30,12
U0039,I0091,view,,1,42.99,2026-02-02 04:06:22+00:00,mobile,1.0,2026-02-02,4
U0109,I0042,purchase,,1,34.64,2026-03-27 00:30:22+00:00,mobile,5.0,2026-03-27,0
U0215,I0042,view,,1,34.64,2026-02-03 06:10:22+00:00,web,1.0,2026-02-03,6
U0141,I0116,view,,1,59.11,2026-04-26 21:56:22+00:00,web,1.0,2026-04-26,21
U0145,I0085,cart,,1,64.61,2026-03-02 23:15:22+00:00,mobile,3.0,2026-03-02,23
U0018,I0001,view,,1,31.44,2026-03-22 20:59:22+00:00,web,1.0,2026-03-22,20
U0160,I0078,view,,1,41.4,2026-04-21 06:52:22+00:00,mobile,1.0,2026-04-21,6
U0115,I0042,view,,1,34.64,2026-04-27 16:56:22+00:00,mobile,1.0,2026-04-27,16
U0167,I0120,view,,1,26.42,2026-03-06 20:51:22+00:00,web,1.0,2026-03-06,20
U0126,I0072,rating,4.0,1,21.99,2026-04-02 07:10:22+00:00,mobile,4.0,2026-04-02,7
U0225,I0044,view,,1,16.15,2026-04-14 21:11:22+00:00,web,1.0,2026-04-14,21
U0157,I0098,view,,1,35.06,2026-02-03 09:50:22+00:00,mobile,1.0,2026-02-03,9
U0093,I0070,cart,,1,26.73,2026-02-22 03:46:22+00:00,mobile,3.0,2026-02-22,3
U0061,I0081,view,,1,60.65,2026-03-14 20:02:22+00:00,mobile,1.0,2026-03-14,20
U0049,I0058,view,,1,18.03,2026-04-06 05:22:22+00:00,web,1.0,2026-04-06,5
U0062,I0025,cart,,1,15.52,2026-02-24 09:20:22+00:00,web,3.0,2026-02-24,9
U0029,I0080,view,,1,16.0,2026-04-16 01:45:22+00:00,web,1.0,2026-04-16,1
U0120,I0093,purchase,,2,35.82,2026-03-27 01:04:22+00:00,mobile,5.0,2026-03-27,1
U0179,I0051,view,,1,24.93,2026-02-05 03:44:22+00:00,web,1.0,2026-02-05,3
U0194,I0069,view,,1,41.22,2026-03-22 04:50:22+00:00,mobile,1.0,2026-03-22,4
U0030,I0104,rating,3.0,1,41.88,2026-03-27 22:05:22+00:00,mobile,3.0,2026-03-27,22
U0022,I0069,view,,1,41.22,2026-03-26 21:37:22+00:00,web,1.0,2026-03-26,21
U0220,I0110,view,,1,26.64,2026-03-07 08:47:22+00:00,web,1.0,2026-03-07,8
U0045,I0020,rating,4.0,1,27.33,2026-04-19 16:10:22+00:00,web,4.0,2026-04-19,16
U0083,I0077,view,,1,43.74,2026-03-29 14:00:22+00:00,web,1.0,2026-03-29,14
U0062,I0116,view,,1,59.11,2026-04-18 21:12:22+00:00,mobile,1.0,2026-04-18,21
U0091,I0003,cart,,1,12.56,2026-03-07 04:14:22+00:00,web,3.0,2026-03-07,4
U0092,I0003,purchase,,1,12.56,2026-04-22 07:02:22+00:00,mobile,5.0,2026-04-22,7
U0136,I0035,view,,1,26.96,2026-03-15 04:27:22+00:00,web,1.0,2026-03-15,4
U0224,I0081,view,,1,60.65,2026-04-26 10:08:22+00:00,mobile,1.0,2026-04-26,10
U0044,I0071,cart,,1,31.77,2026-02-26 21:00:22+00:00,mobile,3.0,2026-02-26,21
U0134,I0017,view,,1,25.29,2026-02-14 03:24:22+00:00,web,1.0,2026-02-14,3
U0021,I0036,purchase,,1,74.72,2026-04-25 06:03:22+00:00,mobile,5.0,2026-04-25,6
U0076,I0062,cart,,1,23.59,2026-03-09 23:57:22+00:00,mobile,3.0,2026-03-09,23
U0104,I0064,cart,,1,28.05,2026-02-09 10:55:22+00:00,mobile,3.0,2026-02-09,10
U0222,I0044,purchase,,1,16.15,2026-03-10 20:23:22+00:00,mobile,5.0,2026-03-10,20
U0178,I0113,rating,4.0,1,36.16,2026-04-21 08:11:22+00:00,mobile,4.0,2026-04-21,8
U0239,I0017,cart,,1,25.29,2026-03-28 22:06:22+00:00,mobile,3.0,2026-03-28,22
U0173,I0021,cart,,1,19.0,2026-04-22 13:14:22+00:00,web,3.0,2026-04-22,13
U0100,I0074,cart,,1,19.52,2026-04-29 02:04:22+00:00,web,3.0,2026-04-29,2
U0132,I0021,purchase,,1,19.0,2026-02-17 22:57:22+00:00,mobile,5.0,2026-02-17,22
U0161,I0006,view,,1,21.38,2026-04-24 12:19:22+00:00,mobile,1.0,2026-04-24,12
U0125,I0035,purchase,,1,26.96,2026-04-23 23:55:22+00:00,mobile,5.0,2026-04-23,23
U0176,I0061,rating,4.0,1,17.75,2026-04-05 14:02:22+00:00,web,4.0,2026-04-05,14
U0104,I0018,purchase,,1,34.0,2026-03-09 01:07:22+00:00,web,5.0,2026-03-09,1
U0038,I0089,view,,1,40.79,2026-03-18 17:16:22+00:00,web,1.0,2026-03-18,17
U0224,I0067,rating,3.0,1,77.25,2026-02-21 17:32:22+00:00,mobile,3.0,2026-02-21,17
U0013,I0096,rating,5.0,1,36.87,2026-02-19 19:15:22+00:00,web,5.0,2026-02-19,19
U0158,I0036,view,,1,74.72,2026-02-24 22:43:22+00:00,web,1.0,2026-02-24,22
U0206,I0049,purchase,,1,10.95,2026-04-10 01:32:22+00:00,mobile,5.0,2026-04-10,1
U0235,I0013,cart,,1,28.54,2026-04-11 05:22:22+00:00,web,3.0,2026-04-11,5
U0138,I0014,rating,5.0,1,30.5,2026-02-09 15:52:22+00:00,mobile,5.0,2026-02-09,15
U0074,I0065,view,,1,45.15,2026-04-01 12:48:22+00:00,web,1.0,2026-04-01,12
U0152,I0018,view,,1,34.0,2026-04-28 04:34:22+00:00,web,1.0,2026-04-28,4
U0059,I0115,rating,4.0,1,29.97,2026-02-05 17:02:22+00:00,mobile,4.0,2026-02-05,17
U0212,I0014,view,,1,30.5,2026-04-08 10:00:22+00:00,web,1.0,2026-04-08,10
U0146,I0120,view,,1,26.42,2026-03-07 02:44:22+00:00,web,1.0,2026-03-07,2
U0021,I0068,cart,,1,16.18,2026-02-15 11:18:22+00:00,web,3.0,2026-02-15,11
U0182,I0107,purchase,,2,14.01,2026-03-01 05:34:22+00:00,web,5.0,2026-03-01,5
U0104,I0086,cart,,1,33.96,2026-04-19 22:34:22+00:00,mobile,3.0,2026-04-19,22
U0142,I0086,purchase,,1,33.96,2026-04-14 22:16:22+00:00,web,5.0,2026-04-14,22
U0012,I0096,rating,4.0,1,36.87,2026-02-04 08:05:22+00:00,mobile,4.0,2026-02-04,8
U0094,I0066,cart,,1,22.7,2026-02-15 09:23:22+00:00,mobile,3.0,2026-02-15,9
U0036,I0093,cart,,1,35.82,2026-02-17 15:49:22+00:00,web,3.0,2026-02-17,15
U0150,I0029,view,,1,83.41,2026-02-05 13:31:22+00:00,web,1.0,2026-02-05,13
U0128,I0080,cart,,1,16.0,2026-02-17 12:40:22+00:00,web,3.0,2026-02-17,12
U0208,I0111,cart,,1,114.52,2026-03-15 10:16:22+00:00,web,3.0,2026-03-15,10
U0215,I0042,rating,1.0,1,34.64,2026-04-23 14:15:22+00:00,web,1.0,2026-04-23,14
U0239,I0045,rating,5.0,1,27.1,2026-02-23 15:55:22+00:00,mobile,5.0,2026-02-23,15
U0124,I0058,purchase,,2,18.03,2026-02-24 08:43:22+00:00,web,5.0,2026-02-24,8
U0147,I0003,view,,1,12.56,2026-02-26 12:09:22+00:00,mobile,1.0,2026-02-26,12
U0034,I0104,view,,1,41.88,2026-04-20 12:07:22+00:00,mobile,1.0,2026-04-20,12
U0052,I0096,rating,5.0,1,36.87,2026-03-29 09:25:22+00:00,mobile,5.0,2026-03-29,9
U0040,I0064,view,,1,28.05,2026-04-22 20:29:22+00:00,mobile,1.0,2026-04-22,20
U0093,I0044,view,,1,16.15,2026-02-12 18:38:22+00:00,mobile,1.0,2026-02-12,18
U0125,I0014,view,,1,30.5,2026-02-09 22:59:22+00:00,mobile,1.0,2026-02-09,22
U0223,I0038,purchase,,1,23.01,2026-02-13 01:40:22+00:00,mobile,5.0,2026-02-13,1
U0130,I0011,cart,,1,15.55,2026-02-09 06:05:22+00:00,mobile,3.0,2026-02-09,6
U0197,I0044,view,,1,16.15,2026-02-17 21:15:22+00:00,mobile,1.0,2026-02-17,21
U0099,I0097,view,,1,42.6,2026-04-24 22:54:22+00:00,web,1.0,2026-04-24,22
U0223,I0075,view,,1,25.5,2026-03-02 16:15:22+00:00,web,1.0,2026-03-02,16
U0022,I0048,view,,1,22.53,2026-03-11 17:29:22+00:00,mobile,1.0,2026-03-11,17
U0145,I0015,view,,1,19.27,2026-03-14 23:00:22+00:00,web,1.0,2026-03-14,23
U0013,I0009,rating,1.0,1,26.36,2026-04-16 06:58:22+00:00,mobile,1.0,2026-04-16,6
U0077,I0063,cart,,1,17.91,2026-04-24 21:07:22+00:00,web,3.0,2026-04-24,21
U0188,I0031,purchase,,1,6.52,2026-03-15 04:04:22+00:00,mobile,5.0,2026-03-15,4
U0187,I0062,rating,5.0,1,23.59,2026-03-20 23:58:22+00:00,web,5.0,2026-03-20,23
U0134,I0065,view,,1,45.15,2026-02-25 00:27:22+00:00,web,1.0,2026-02-25,0
U0054,I0029,rating,5.0,1,83.41,2026-04-24 23:36:22+00:00,mobile,5.0,2026-04-24,23
U0191,I0111,view,,1,114.52,2026-04-05 05:29:22+00:00,web,1.0,2026-04-05,5
U0237,I0076,view,,1,36.2,2026-03-18 10:59:22+00:00,mobile,1.0,2026-03-18,10
U0072,I0040,view,,1,56.71,2026-02-10 07:44:22+00:00,mobile,1.0,2026-02-10,7
U0131,I0076,cart,,1,36.2,2026-04-26 19:56:22+00:00,web,3.0,2026-04-26,19
U0069,I0065,view,,1,45.15,2026-04-07 06:36:22+00:00,mobile,1.0,2026-04-07,6
U0213,I0103,cart,,1,51.23,2026-04-27 06:09:22+00:00,web,3.0,2026-04-27,6
U0045,I0114,view,,1,33.44,2026-02-15 05:21:22+00:00,web,1.0,2026-02-15,5
U0081,I0006,cart,,1,21.38,2026-03-09 14:18:22+00:00,web,3.0,2026-03-09,14
U0152,I0086,rating,5.0,1,33.96,2026-03-25 12:05:22+00:00,mobile,5.0,2026-03-25,12
U0059,I0062,view,,1,23.59,2026-04-06 17:02:22+00:00,mobile,1.0,2026-04-06,17
U0217,I0119,view,,1,34.0,2026-04-11 20:15:22+00:00,web,1.0,2026-04-11,20
U0145,I0013,purchase,,1,28.54,2026-02-25 14:35:22+00:00,mobile,5.0,2026-02-25,14
U0013,I0094,view,,1,20.46,2026-03-29 05:24:22+00:00,web,1.0,2026-03-29,5
U0168,I0114,rating,4.0,1,33.44,2026-04-15 22:36:22+00:00,web,4.0,2026-04-15,22
U0215,I0001,purchase,,2,31.44,2026-05-02 05:16:22+00:00,web,5.0,2026-05-02,5
U0044,I0018,view,,1,34.0,2026-02-27 12:29:22+00:00,web,1.0,2026-02-27,12
U0140,I0078,rating,3.0,1,41.4,2026-02-14 15:04:22+00:00,mobile,3.0,2026-02-14,15
U0012,I0038,view,,1,23.01,2026-03-14 12:16:22+00:00,web,1.0,2026-03-14,12
U0103,I0091,view,,1,42.99,2026-04-30 04:23:22+00:00,web,1.0,2026-04-30,4
U0213,I0051,rating,4.0,1,24.93,2026-04-20 07:15:22+00:00,web,4.0,2026-04-20,7
U0237,I0054,view,,1,35.21,2026-04-18 09:34:22+00:00,web,1.0,2026-04-18,9
U0115,I0081,view,,1,60.65,2026-03-14 22:07:22+00:00,web,1.0,2026-03-14,22
U0104,I0028,cart,,1,23.83,2026-02-08 11:31:22+00:00,web,3.0,2026-02-08,11
U0184,I0010,cart,,1,50.12,2026-03-28 07:46:22+00:00,web,3.0,2026-03-28,7
U0068,I0091,view,,1,42.99,2026-03-09 16:07:22+00:00,web,1.0,2026-03-09,16
U0052,I0081,cart,,1,60.65,2026-02-28 13:24:22+00:00,mobile,3.0,2026-02-28,13
U0238,I0099,view,,1,19.36,2026-04-09 16:37:22+00:00,web,1.0,2026-04-09,16
U0028,I0023,rating,4.0,1,51.99,2026-03-12 19:05:22+00:00,mobile,4.0,2026-03-12,19
U0216,I0024,view,,1,24.65,2026-04-29 01:12:22+00:00,web,1.0,2026-04-29,1
U0111,I0058,view,,1,18.03,2026-04-18 00:04:22+00:00,mobile,1.0,2026-04-18,0
U0237,I0018,view,,1,34.0,2026-04-07 17:09:22+00:00,mobile,1.0,2026-04-07,17
U0118,I0026,cart,,1,13.5,2026-03-04 15:51:22+00:00,web,3.0,2026-03-04,15
U0067,I0005,purchase,,1,20.52,2026-03-08 09:32:22+00:00,web,5.0,2026-03-08,9
U0204,I0044,view,,1,16.15,2026-02-06 10:55:22+00:00,web,1.0,2026-02-06,10
U0095,I0073,rating,4.0,1,25.28,2026-03-21 03:16:22+00:00,mobile,4.0,2026-03-21,3
U0129,I0003,view,,1,12.56,2026-02-18 16:39:22+00:00,web,1.0,2026-02-18,16
U0217,I0116,view,,1,59.11,2026-02-06 15:39:22+00:00,web,1.0,2026-02-06,15
U0225,I0079,rating,3.0,1,55.92,2026-04-23 09:32:22+00:00,mobile,3.0,2026-04-23,9
U0025,I0065,view,,1,45.15,2026-04-29 21:07:22+00:00,web,1.0,2026-04-29,21
U0107,I0078,view,,1,41.4,2026-04-22 18:48:22+00:00,mobile,1.0,2026-04-22,18
U0149,I0086,view,,1,33.96,2026-03-14 00:45:22+00:00,web,1.0,2026-03-14,0
U0040,I0110,view,,1,26.64,2026-02-05 01:28:22+00:00,web,1.0,2026-02-05,1
U0192,I0062,view,,1,23.59,2026-05-03 01:22:22+00:00,mobile,1.0,2026-05-03,1
U0187,I0093,view,,1,35.82,2026-02-23 02:16:22+00:00,mobile,1.0,2026-02-23,2
U0002,I0060,cart,,1,48.07,2026-02-06 04:08:22+00:00,mobile,3.0,2026-02-06,4
U0108,I0059,cart,,1,24.91,2026-02-06 07:08:22+00:00,mobile,3.0,2026-02-06,7
U0189,I0066,view,,1,22.7,2026-02-23 21:27:22+00:00,web,1.0,2026-02-23,21
U0184,I0116,view,,1,59.11,2026-04-23 08:14:22+00:00,web,1.0,2026-04-23,8
U0022,I0069,cart,,1,41.22,2026-02-22 12:22:22+00:00,web,3.0,2026-02-22,12
U0234,I0109,purchase,,1,70.56,2026-03-04 08:48:22+00:00,web,5.0,2026-03-04,8
U0208,I0100,view,,1,54.26,2026-04-29 19:47:22+00:00,mobile,1.0,2026-04-29,19
U0141,I0110,view,,1,26.64,2026-04-03 02:34:22+00:00,mobile,1.0,2026-04-03,2
U0163,I0100,view,,1,54.26,2026-04-20 07:56:22+00:00,mobile,1.0,2026-04-20,7
U0027,I0031,view,,1,6.52,2026-04-30 07:12:22+00:00,mobile,1.0,2026-04-30,7
U0006,I0058,cart,,1,18.03,2026-03-24 17:10:22+00:00,mobile,3.0,2026-03-24,17
U0026,I0090,view,,1,12.85,2026-04-17 12:35:22+00:00,web,1.0,2026-04-17,12
U0192,I0019,cart,,1,35.63,2026-02-05 06:51:22+00:00,mobile,3.0,2026-02-05,6
U0013,I0058,view,,1,18.03,2026-02-10 14:56:22+00:00,web,1.0,2026-02-10,14
U0235,I0013,view,,1,28.54,2026-04-07 00:00:22+00:00,mobile,1.0,2026-04-07,0
U0100,I0048,view,,1,22.53,2026-03-06 17:09:22+00:00,web,1.0,2026-03-06,17
U0125,I0072,rating,4.0,1,21.99,2026-04-27 19:29:22+00:00,web,4.0,2026-04-27,19
U0198,I0014,view,,1,30.5,2026-02-22 07:24:22+00:00,web,1.0,2026-02-22,7
U0068,I0088,purchase,,1,30.05,2026-04-14 11:38:22+00:00,mobile,5.0,2026-04-14,11
U0028,I0023,cart,,1,51.99,2026-04-23 05:55:22+00:00,mobile,3.0,2026-04-23,5
U0024,I0031,rating,3.0,1,6.52,2026-03-10 21:09:22+00:00,web,3.0,2026-03-10,21
U0108,I0106,view,,1,26.93,2026-04-16 06:53:22+00:00,web,1.0,2026-04-16,6
U0030,I0018,view,,1,34.0,2026-03-30 20:50:22+00:00,web,1.0,2026-03-30,20
U0167,I0043,rating,4.0,1,34.18,2026-02-09 10:19:22+00:00,mobile,4.0,2026-02-09,10
U0184,I0110,view,,1,26.64,2026-02-04 06:34:22+00:00,web,1.0,2026-02-04,6
U0006,I0082,view,,1,27.22,2026-03-23 18:15:22+00:00,mobile,1.0,2026-03-23,18
U0201,I0108,view,,1,101.53,2026-03-24 02:45:22+00:00,web,1.0,2026-03-24,2
U0191,I0055,cart,,1,14.43,2026-03-01 21:01:22+00:00,mobile,3.0,2026-03-01,21
U0191,I0049,view,,1,10.95,2026-03-15 14:37:22+00:00,mobile,1.0,2026-03-15,14
U0198,I0007,view,,1,50.51,2026-02-11 22:21:22+00:00,web,1.0,2026-02-11,22
