user_id,item_id,event_type,rating,quantity,price,event_ts,channel
U0100,I0025,view,,1,15.52,2026-03-16T09:28:22Z,web
U0045,I0091,view,,1,42.99,2026-03-18T06:34:22Z,web
U0138,I0074,cart,,1,19.52,2026-04-26T06:15:22Z,mobile
U0006,I0017,view,,1,25.29,2026-04-22T14:42:22Z,mobile
U0178,I0100,view,,1,54.26,2026-03-20T18:28:22Z,web
U0073,I0110,view,,1,26.64,2026-04-05T00:32:22Z,mobile
U0178,I0040,cart,,1,56.71,2026-03-03T02:20:22Z,web
U0111,I0047,view,,1,36.67,2026-03-14T11:04:22Z,web
U0110,I0106,rating,4.0,1,26.93,2026-04-24T20:25:22Z,web
U0062,I0072,cart,,1,21.99,2026-02-24T14:13:22Z,mobile
U0138,I0019,view,,1,35.63,2026-03-02T19:02:22Z,web
U0174,I0040,purchase,,1,56.71,2026-04-18T07:33:22Z,mobile
U0179,I0081,rating,4.0,1,60.65,2026-02-06T06:40:22Z,web
U0113,I0097,rating,4.0,1,42.6,2026-02-09T15:11:22Z,web
U0085,I0054,cart,,1,35.21,2026-04-16T04:13:22Z,mobile
U0168,I0097,view,,1,42.6,2026-04-05T05:26:22Z,mobile
U0018,I0022,purchase,,1,23.73,2026-03-27T14:28:22Z,mobile
U0214,I0083,view,,1,17.83,2026-03-23T18:35:22Z,mobile
U0207,I0017,view,,1,25.29,2026-04-08T08:41:22Z,web
U0129,I0085,view,,1,64.61,2026-04-21T19:08:22Z,web
U0202,I0114,rating,5.0,1,33.44,2026-03-16T11:55:22Z,web
U0035,I0001,view,,1,31.44,2026-03-26T08:19:22Z,web
U0056,I0094,view,,1,20.46,2026-02-02T12:07:22Z,web
U0096,I0110,view,,1,26.64,2026-03-29T03:13:22Z,mobile
U0039,I0091,view,,1,42.99,2026-01-31T19:12:22Z,mobile
U0109,I0042,purchase,,1,34.64,2026-03-25T15:36:22Z,mobile
U0215,I0042,view,,1,34.64,2026-02-01T21:16:22Z,web
U0141,I0116,view,,1,59.11,2026-04-25T13:02:22Z,web
U0145,I0085,cart,,1,64.61,2026-03-01T14:21:22Z,mobile
U0018,I0001,view,,1,31.44,2026-03-21T12:05:22Z,web
U0160,I0078,view,,1,41.4,2026-04-19T21:58:22Z,mobile
U0115,I0042,view,,1,34.64,2026-04-26T08:02:22Z,mobile
U0167,I0120,view,,1,26.42,2026-03-05T11:57:22Z,web
U0126,I0072,rating,4.0,1,21.99,2026-03-31T22:16:22Z,mobile
U0225,I0044,view,,1,16.15,2026-04-13T12:17:22Z,web
U0157,I0098,view,,1,35.06,2026-02-02T00:56:22Z,mobile
U0093,I0070,cart,,1,26.73,2026-02-20T18:52:22Z,mobile
U0061,I0081,view,,1,60.65,2026-03-13T11:08:22Z,mobile
U0049,I0058,view,,1,18.03,2026-04-04T20:28:22Z,web
U0062,I0025,cart,,1,15.52,2026-02-23T00:26:22Z,web
U0029,I0080,view,,1,16.0,2026-04-14T16:51:22Z,web
U0120,I0093,purchase,,2,35.82,2026-03-25T16:10:22Z,mobile
U0179,I0051,view,,1,24.93,2026-02-03T18:50:22Z,web
U0194,I0069,view,,1,41.22,2026-03-20T19:56:22Z,mobile
U0030,I0104,rating,3.0,1,41.88,2026-03-26T13:11:22Z,mobile
U0022,I0069,view,,1,41.22,2026-03-25T12:43:22Z,web
U0220,I0110,view,,1,26.64,2026-03-05T23:53:22Z,web
U0045,I0020,rating,4.0,1,27.33,2026-04-18T07:16:22Z,web
U0083,I0077,view,,1,43.74,2026-03-28T05:06:22Z,web
U0062,I0116,view,,1,59.11,2026-04-17T12:18:22Z,mobile
U0091,I0003,cart,,1,12.56,2026-03-05T19:20:22Z,web
U0092,I0003,purchase,,1,12.56,2026-04-20T22:08:22Z,mobile
U0136,I0035,view,,1,26.96,2026-03-13T19:33:22Z,web
U0224,I0081,view,,1,60.65,2026-04-25T01:14:22Z,mobile
U0044,I0071,cart,,1,31.77,2026-02-25T12:06:22Z,mobile
U0134,I0017,view,,1,25.29,2026-02-12T18:30:22Z,web
U0021,I0036,purchase,,1,74.72,2026-04-23T21:09:22Z,mobile
U0076,I0062,cart,,1,23.59,2026-03-08T15:03:22Z,mobile
U0104,I0064,cart,,1,28.05,2026-02-08T02:01:22Z,mobile
U0222,I0044,purchase,,1,16.15,2026-03-09T11:29:22Z,mobile
U0178,I0113,rating,4.0,1,36.16,2026-04-19T23:17:22Z,mobile
U0239,I0017,cart,,1,25.29,2026-03-27T13:12:22Z,mobile
U0173,I0021,cart,,1,19.0,2026-04-21T04:20:22Z,web
U0100,I0074,cart,,1,19.52,2026-04-27T17:10:22Z,web
U0132,I0021,purchase,,1,19.0,2026-02-16T14:03:22Z,mobile
U0161,I0006,view,,1,21.38,2026-04-23T03:25:22Z,mobile
U0125,I0035,purchase,,1,26.96,2026-04-22T15:01:22Z,mobile
U0176,I0061,rating,4.0,1,17.75,2026-04-04T05:08:22Z,web
U0104,I0018,purchase,,1,34.0,2026-03-07T16:13:22Z,web
U0038,I0089,view,,1,40.79,2026-03-17T08:22:22Z,web
U0224,I0067,rating,3.0,1,77.25,2026-02-20T08:38:22Z,mobile
U0013,I0096,rating,5.0,1,36.87,2026-02-18T10:21:22Z,web
U0158,I0036,view,,1,74.72,2026-02-23T13:49:22Z,web
U0206,I0049,purchase,,1,10.95,2026-04-08T16:38:22Z,mobile
U0235,I0013,cart,,1,28.54,2026-04-09T20:28:22Z,web
U0138,I0014,rating,5.0,1,30.5,2026-02-08T06:58:22Z,mobile
U0074,I0065,view,,1,45.15,2026-03-31T03:54:22Z,web
U0152,I0018,view,,1,34.0,2026-04-26T19:40:22Z,web
U0059,I0115,rating,4.0,1,29.97,2026-02-04T08:08:22Z,mobile
U0212,I0014,view,,1,30.5,2026-04-07T01:06:22Z,web
U0146,I0120,view,,1,26.42,2026-03-05T17:50:22Z,web
U0021,I0068,cart,,1,16.18,2026-02-14T02:24:22Z,web
U0182,I0107,purchase,,2,14.01,2026-02-27T20:40:22Z,web
U0104,I0086,cart,,1,33.96,2026-04-18T13:40:22Z,mobile
U0142,I0086,purchase,,1,33.96,2026-04-13T13:22:22Z,web
U0012,I0096,rating,4.0,1,36.87,2026-02-02T23:11:22Z,mobile
U0094,I0066,cart,,1,22.7,2026-02-14T00:29:22Z,mobile
U0036,I0093,cart,,1,35.82,2026-02-16T06:55:22Z,web
U0150,I0029,view,,1,83.41,2026-02-04T04:37:22Z,web
U0128,I0080,cart,,1,16.0,2026-02-16T03:46:22Z,web
U0208,I0111,cart,,1,114.52,2026-03-14T01:22:22Z,web
U0215,I0042,rating,1.0,1,34.64,2026-04-22T05:21:22Z,web
U0239,I0045,rating,5.0,1,27.1,2026-02-22T07:01:22Z,mobile
U0124,I0058,purchase,,2,18.03,2026-02-22T23:49:22Z,web
U0147,I0003,view,,1,12.56,2026-02-25T03:15:22Z,mobile
U0034,I0104,view,,1,41.88,2026-04-19T03:13:22Z,mobile
U0052,I0096,rating,5.0,1,36.87,2026-03-28T00:31:22Z,mobile
U0040,I0064,view,,1,28.05,2026-04-21T11:35:22Z,mobile
U0093,I0044,view,,1,16.15,2026-02-11T09:44:22Z,mobile
U0125,I0014,view,,1,30.5,2026-02-08T14:05:22Z,mobile
U0223,I0038,purchase,,1,23.01,2026-02-11T16:46:22Z,mobile
U0130,I0011,cart,,1,15.55,2026-02-07T21:11:22Z,mobile
U0197,I0044,view,,1,16.15,2026-02-16T12:21:22Z,mobile
U0099,I0097,view,,1,42.6,2026-04-23T14:00:22Z,web
U0223,I0075,view,,1,25.5,2026-03-01T07:21:22Z,web
U0022,I0048,view,,1,22.53,2026-03-10T08:35:22Z,mobile
U0145,I0015,view,,1,19.27,2026-03-13T14:06:22Z,web
U0013,I0009,rating,1.0,1,26.36,2026-04-14T22:04:22Z,mobile
U0077,I0063,cart,,1,17.91,2026-04-23T12:13:22Z,web
U0188,I0031,purchase,,1,6.52,2026-03-13T19:10:22Z,mobile
U0187,I0062,rating,5.0,1,23.59,2026-03-19T15:04:22Z,web
U0134,I0065,view,,1,45.15,2026-02-23T15:33:22Z,web
U0054,I0029,rating,5.0,1,83.41,2026-04-23T14:42:22Z,mobile
U0191,I0111,view,,1,114.52,2026-04-03T20:35:22Z,web
U0237,I0076,view,,1,36.2,2026-03-17T02:05:22Z,mobile
U0072,I0040,view,,1,56.71,2026-02-08T22:50:22Z,mobile
U0131,I0076,cart,,1,36.2,2026-04-25T11:02:22Z,web
U0069,I0065,view,,1,45.15,2026-04-05T21:42:22Z,mobile
U0213,I0103,cart,,1,51.23,2026-04-25T21:15:22Z,web
U0045,I0114,view,,1,33.44,2026-02-13T20:27:22Z,web
U0081,I0006,cart,,1,21.38,2026-03-08T05:24:22Z,web
U0152,I0086,rating,5.0,1,33.96,2026-03-24T03:11:22Z,mobile
U0059,I0062,view,,1,23.59,2026-04-05T08:08:22Z,mobile
U0217,I0119,view,,1,34.0,2026-04-10T11:21:22Z,web
U0145,I0013,purchase,,1,28.54,2026-02-24T05:41:22Z,mobile
U0013,I0094,view,,1,20.46,2026-03-27T20:30:22Z,web
U0168,I0114,rating,4.0,1,33.44,2026-04-14T13:42:22Z,web
U0215,I0001,purchase,,2,31.44,2026-04-30T20:22:22Z,web
U0044,I0018,view,,1,34.0,2026-02-26T03:35:22Z,web
U0140,I0078,rating,3.0,1,41.4,2026-02-13T06:10:22Z,mobile
U0012,I0038,view,,1,23.01,2026-03-13T03:22:22Z,web
U0103,I0091,view,,1,42.99,2026-04-28T19:29:22Z,web
U0213,I0051,rating,4.0,1,24.93,2026-04-18T22:21:22Z,web
U0237,I0054,view,,1,35.21,2026-04-17T00:40:22Z,web
U0115,I0081,view,,1,60.65,2026-03-13T13:13:22Z,web
U0104,I0028,cart,,1,23.83,2026-02-07T02:37:22Z,web
U0184,I0010,cart,,1,50.12,2026-03-26T22:52:22Z,web
U0068,I0091,view,,1,42.99,2026-03-08T07:13:22Z,web
U0052,I0081,cart,,1,60.65,2026-02-27T04:30:22Z,mobile
U0238,I0099,view,,1,19.36,2026-04-08T07:43:22Z,web
U0028,I0023,rating,4.0,1,51.99,2026-03-11T10:11:22Z,mobile
U0216,I0024,view,,1,24.65,2026-04-27T16:18:22Z,web
U0111,I0058,view,,1,18.03,2026-04-16T15:10:22Z,mobile
U0237,I0018,view,,1,34.0,2026-04-06T08:15:22Z,mobile
U0118,I0026,cart,,1,13.5,2026-03-03T06:57:22Z,web
U0067,I0005,purchase,,1,20.52,2026-03-07T00:38:22Z,web
U0204,I0044,view,,1,16.15,2026-02-05T02:01:22Z,web
U0095,I0073,rating,4.0,1,25.28,2026-03-19T18:22:22Z,mobile
U0129,I0003,view,,1,12.56,2026-02-17T07:45:22Z,web
U0217,I0116,view,,1,59.11,2026-02-05T06:45:22Z,web
U0225,I0079,rating,3.0,1,55.92,2026-04-22T00:38:22Z,mobile
U0025,I0065,view,,1,45.15,2026-04-28T12:13:22Z,web
U0107,I0078,view,,1,41.4,2026-04-21T09:54:22Z,mobile
U0149,I0086,view,,1,33.96,2026-03-12T15:51:22Z,web
U0040,I0110,view,,1,26.64,2026-02-03T16:34:22Z,web
U0192,I0062,view,,1,23.59,2026-05-01T16:28:22Z,mobile
U0187,I0093,view,,1,35.82,2026-02-21T17:22:22Z,mobile
U0002,I0060,cart,,1,48.07,2026-02-04T19:14:22Z,mobile
U0108,I0059,cart,,1,24.91,2026-02-04T22:14:22Z,mobile
U0189,I0066,view,,1,22.7,2026-02-22T12:33:22Z,web
U0184,I0116,view,,1,59.11,2026-04-21T23:20:22Z,web
U0022,I0069,cart,,1,41.22,2026-02-21T03:28:22Z,web
U0234,I0109,purchase,,1,70.56,2026-03-02T23:54:22Z,web
U0208,I0100,view,,1,54.26,2026-04-28T10:53:22Z,mobile
U0141,I0110,view,,1,26.64,2026-04-01T17:40:22Z,mobile
U0163,I0100,view,,1,54.26,2026-04-18T23:02:22Z,mobile
U0027,I0031,view,,1,6.52,2026-04-28T22:18:22Z,mobile
U0006,I0058,cart,,1,18.03,2026-03-23T08:16:22Z,mobile
U0026,I0090,view,,1,12.85,2026-04-16T03:41:22Z,web
U0192,I0019,cart,,1,35.63,2026-02-03T21:57:22Z,mobile
U0013,I0058,view,,1,18.03,2026-02-09T06:02:22Z,web
U0235,I0013,view,,1,28.54,2026-04-05T15:06:22Z,mobile
U0100,I0048,view,,1,22.53,2026-03-05T08:15:22Z,web
U0125,I0072,rating,4.0,1,21.99,2026-04-26T10:35:22Z,web
U0198,I0014,view,,1,30.5,2026-02-20T22:30:22Z,web
U0068,I0088,purchase,,1,30.05,2026-04-13T02:44:22Z,mobile
U0028,I0023,cart,,1,51.99,2026-04-21T21:01:22Z,mobile
U0024,I0031,rating,3.0,1,6.52,2026-03-09T12:15:22Z,web
U0108,I0106,view,,1,26.93,2026-04-14T21:59:22Z,web
U0030,I0018,view,,1,34.0,2026-03-29T11:56:22Z,web
U0167,I0043,rating,4.0,1,34.18,2026-02-08T01:25:22Z,mobile
U0184,I0110,view,,1,26.64,2026-02-02T21:40:22Z,web
U0006,I0082,view,,1,27.22,2026-03-22T09:21:22Z,mobile
U0201,I0108,view,,1,101.53,2026-03-22T17:51:22Z,web
U0191,I0055,cart,,1,14.43,2026-02-28T12:07:22Z,mobile
U0191,I0049,view,,1,10.95,2026-03-14T05:43:22Z,mobile
U0198,I0007,view,,1,50.51,2026-02-10T13:27:22Z,web
U0011,I0075,view,,1,25.5,2026-03-12T00:51:22Z,mobile
U0087,I0086,view,,1,33.96,2026-04-09T10:08:22Z,web
U0023,I0087,view,,1,58.68,2026-02-25T11:55:22Z,mobile
U0215,I0003,view,,1,12.56,2026-04-11T15:35:22Z,web
U0025,I0106,view,,1,26.93,2026-02-21T13:05:22Z,mobile
U0119,I0025,cart,,1,15.52,2026-02-06T11:23:22Z,mobile
U0226,I0055,view,,1,14.43,2026-03-22T18:20:22Z,mobile
U0173,I0091,view,,1,42.99,2026-02-04T15:51:22Z,mobile
U0076,I0092,view,,1,16.23,2026-04-13T18:10:22Z,mobile
U0018,I0059,cart,,1,24.91,2026-03-05T14:21:22Z,web
U0108,I0069,view,,1,41.22,2026-02-12T03:15:22Z,mobile
U0077,I0003,view,,1,12.56,2026-04-26T23:14:22Z,web
U0079,I0046,view,,1,32.06,2026-05-01T05:02:22Z,mobile
U0063,I0058,view,,1,18.03,2026-02-20T06:58:22Z,web
U0063,I0009,purchase,,2,26.36,2026-04-13T07:35:22Z,mobile
U0028,I0114,purchase,,1,33.44,2026-02-16T15:03:22Z,mobile
U0202,I0052,view,,1,30.37,2026-04-29T09:00:22Z,web
U0195,I0100,view,,1,54.26,2026-04-04T02:50:22Z,web
U0106,I0015,purchase,,1,19.27,2026-03-27T22:03:22Z,web
U0070,I0004,view,,1,24.4,2026-03-01T16:39:22Z,mobile
U0197,I0030,view,,1,19.11,2026-04-01T18:22:22Z,mobile
U0141,I0024,rating,5.0,1,24.65,2026-03-18T20:43:22Z,web
U0231,I0021,view,,1,19.0,2026-04-03T00:38:22Z,web
U0185,I0019,view,,1,35.63,2026-02-20T06:20:22Z,mobile
U0087,I0037,view,,1,17.51,2026-04-22T15:23:22Z,web
U0044,I0053,view,,1,18.65,2026-03-05T03:02:22Z,web
U0068,I0094,view,,1,20.46,2026-03-26T20:42:22Z,web
U0085,I0083,rating,5.0,1,17.83,2026-02-15T01:22:22Z,mobile
U0138,I0102,view,,1,45.37,2026-04-15T16:07:22Z,mobile
U0167,I0107,view,,1,14.01,2026-04-13T10:42:22Z,web
U0085,I0026,view,,1,13.5,2026-03-13T03:47:22Z,web
U0209,I0092,view,,1,16.23,2026-04-13T04:54:22Z,mobile
U0181,I0002,cart,,1,22.56,2026-03-06T15:55:22Z,mobile
U0019,I0043,view,,1,34.18,2026-03-23T10:10:22Z,web
U0195,I0075,rating,5.0,1,25.5,2026-04-04T03:20:22Z,mobile
U0130,I0112,view,,1,53.68,2026-04-12T15:47:22Z,web
U0096,I0052,view,,1,30.37,2026-04-16T05:56:22Z,mobile
U0105,I0047,view,,1,36.67,2026-04-09T18:15:22Z,web
U0022,I0086,view,,1,33.96,2026-04-02T12:48:22Z,mobile
U0162,I0003,view,,1,12.56,2026-03-11T20:48:22Z,mobile
U0090,I0003,purchase,,1,12.56,2026-04-01T20:09:22Z,web
U0179,I0060,view,,1,48.07,2026-03-30T13:45:22Z,web
U0057,I0029,purchase,,1,83.41,2026-02-22T23:39:22Z,web
U0103,I0052,view,,1,30.37,2026-02-21T22:20:22Z,mobile
U0216,I0089,view,,1,40.79,2026-02-04T13:49:22Z,mobile
U0173,I0063,purchase,,3,17.91,2026-03-09T23:43:22Z,web
U0096,I0036,cart,,1,74.72,2026-03-28T09:01:22Z,web
U0151,I0106,view,,1,26.93,2026-03-25T18:52:22Z,mobile
U0206,I0112,cart,,1,53.68,2026-03-13T03:51:22Z,web
U0237,I0061,view,,1,17.75,2026-04-14T01:59:22Z,web
U0044,I0054,rating,4.0,1,35.21,2026-03-02T15:32:22Z,web
U0116,I0063,view,,1,17.91,2026-02-01T07:20:22Z,web
U0031,I0090,view,,1,12.85,2026-04-22T21:41:22Z,web
U0032,I0084,cart,,1,27.83,2026-04-20T18:40:22Z,web
U0070,I0095,view,,1,11.84,2026-03-28T02:44:22Z,web
U0219,I0008,view,,1,36.94,2026-04-19T19:26:22Z,mobile
U0075,I0054,view,,1,35.21,2026-03-06T18:28:22Z,mobile
U0218,I0116,cart,,1,59.11,2026-02-13T15:20:22Z,web
U0058,I0008,view,,1,36.94,2026-04-07T01:24:22Z,mobile
U0070,I0088,view,,1,30.05,2026-03-05T12:10:22Z,mobile
U0163,I0108,cart,,1,101.53,2026-03-30T17:40:22Z,mobile
U0073,I0115,view,,1,29.97,2026-04-15T00:29:22Z,web
U0173,I0013,view,,1,28.54,2026-04-19T06:37:22Z,mobile
U0052,I0070,purchase,,1,26.73,2026-02-02T02:51:22Z,mobile
U0042,I0030,view,,1,19.11,2026-04-10T04:18:22Z,web
U0156,I0056,view,,1,21.96,2026-03-16T11:10:22Z,web
U0012,I0077,view,,1,43.74,2026-03-04T17:37:22Z,web
U0011,I0083,view,,1,17.83,2026-04-23T09:33:22Z,mobile
U0116,I0052,view,,1,30.37,2026-03-06T17:30:22Z,mobile
U0072,I0118,rating,2.0,1,24.81,2026-04-03T02:38:22Z,web
U0068,I0021,cart,,1,19.0,2026-03-01T02:10:22Z,web
U0117,I0109,view,,1,70.56,2026-04-22T16:16:22Z,web
U0089,I0054,view,,1,35.21,2026-02-11T19:25:22Z,mobile
U0075,I0007,view,,1,50.51,2026-03-25T16:34:22Z,mobile
U0182,I0074,view,,1,19.52,2026-02-28T19:31:22Z,web
U0111,I0090,view,,1,12.85,2026-02-19T17:41:22Z,mobile
U0035,I0017,view,,1,25.29,2026-02-13T07:33:22Z,mobile
U0093,I0110,rating,4.0,1,26.64,2026-02-19T14:57:22Z,web
U0047,I0041,cart,,1,35.48,2026-03-15T15:57:22Z,mobile
U0087,I0046,cart,,1,32.06,2026-02-20T09:45:22Z,web
U0169,I0037,view,,1,17.51,2026-02-08T17:45:22Z,mobile
U0219,I0008,view,,1,36.94,2026-04-10T19:31:22Z,mobile
U0004,I0043,cart,,1,34.18,2026-03-07T17:31:22Z,web
U0071,I0065,view,,1,45.15,2026-04-09T14:55:22Z,web
U0152,I0050,view,,1,15.33,2026-03-22T08:02:22Z,web
U0032,I0018,view,,1,34.0,2026-03-19T05:08:22Z,mobile
U0099,I0093,view,,1,35.82,2026-04-01T17:32:22Z,web
U0039,I0090,view,,1,12.85,2026-03-29T05:20:22Z,mobile
U0030,I0072,purchase,,2,21.99,2026-04-08T09:31:22Z,mobile
U0090,I0029,cart,,1,83.41,2026-03-02T20:06:22Z,mobile
U0090,I0109,view,,1,70.56,2026-02-05T17:07:22Z,mobile
U0152,I0035,view,,1,26.96,2026-02-06T05:09:22Z,web
U0030,I0033,view,,1,24.72,2026-02-18T20:19:22Z,mobile
U0094,I0042,purchase,,1,34.64,2026-02-18T20:36:22Z,web
U0235,I0087,cart,,1,58.68,2026-02-04T14:22:22Z,web
U0172,I0013,view,,1,28.54,2026-03-06T15:05:22Z,mobile
U0166,I0006,purchase,,1,21.38,2026-03-29T05:54:22Z,mobile
U0123,I0110,view,,1,26.64,2026-04-14T05:03:22Z,mobile
U0194,I0006,view,,1,21.38,2026-03-11T10:54:22Z,web
U0085,I0088,purchase,,1,30.05,2026-04-15T19:35:22Z,mobile
U0179,I0065,view,,1,45.15,2026-04-29T15:09:22Z,mobile
U0197,I0044,view,,1,16.15,2026-03-26T08:18:22Z,mobile
U0039,I0025,view,,1,15.52,2026-02-19T02:14:22Z,web
U0083,I0029,view,,1,83.41,2026-02-08T21:17:22Z,mobile
U0111,I0093,view,,1,35.82,2026-02-07T00:31:22Z,mobile
U0122,I0024,view,,1,24.65,2026-04-07T10:34:22Z,web
U0136,I0059,rating,3.0,1,24.91,2026-03-22T17:09:22Z,web
U0071,I0041,purchase,,2,35.48,2026-04-25T16:40:22Z,web
U0172,I0072,cart,,1,21.99,2026-04-14T00:31:22Z,mobile
U0113,I0058,rating,5.0,1,18.03,2026-03-13T13:57:22Z,mobile
U0078,I0047,cart,,1,36.67,2026-04-20T14:20:22Z,web
U0025,I0099,view,,1,19.36,2026-03-08T02:27:22Z,mobile
U0059,I0103,view,,1,51.23,2026-03-05T04:07:22Z,web
